FULL_ADDRESS,Middle_School,High_School,UNITCOUNT,ZIP5,CITY,STATE,STATUS,ADDRESS_TYPE,OBJECTID,Longitude,Latitude
4838 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27512,-77.13003344999998,38.90086205000006
4838 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27513,-77.13477601099999,38.91025399100005
4839 23rd ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27518,-77.12742354599999,38.89819987000004
4839 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27521,-77.13595031899996,38.910710893000044
4839 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27522,-77.13369302099994,38.90783077800006
4839 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27523,-77.13157171799998,38.90352945600006
4840 26th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27525,-77.13010141199999,38.90228275900006
4840 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27526,-77.13287770699998,38.905712814000026
4840 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27527,-77.13494858299998,38.91023540000003
4840 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27531,-77.13651320699995,38.91083410500005
4841 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27534,-77.13030199199994,38.90115351400004
4841 26th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27535,-77.13030179999998,38.902635873000065
4841 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27536,-77.13321604699996,38.90621048600008
4842 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27542,-77.13044140399995,38.90139816300007
4844 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27550,-77.13020510999996,38.90080363900006
4844 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27551,-77.13118066099997,38.90243654000005
4844 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27552,-77.13311700599996,38.90558735900004
4844 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27556,-77.13381264999998,38.90840304000005
4844 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27557,-77.13399638999994,38.90726826800005
4844 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27558,-77.13155420899994,38.903076707000025
4845 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27561,-77.13046194599997,38.901078737000034
4845 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27562,-77.13103605999999,38.901655203000075
4845 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27563,-77.13151713099995,38.902798707000045
4845 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27564,-77.13229284699997,38.90418432400003
4845 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27568,-77.13597391199994,38.910521911000046
4845 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27569,-77.13255524199997,38.90812484800006
4845 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27570,-77.13404328599995,38.90783043000005
4845 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27571,-77.13184962799994,38.90350751200003
4847 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27575,-77.13336247199999,38.90602721700003
4848 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27579,-77.13063666799997,38.901290681000035
4848 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27580,-77.13139609199999,38.90232382700003
4848 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27581,-77.13223928399998,38.90378459300007
4848 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27582,-77.13338473699997,38.90546185000005
4848 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27583,-77.13517565299998,38.91020464700006
4848 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27588,-77.13659068499999,38.910580036000056
4849 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27592,-77.13275499699995,38.90834487800004
4850 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27593,-77.13279936599997,38.90454596700005
4850 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27594,-77.13711188199994,38.91354269400006
4850 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27598,-77.13421064699997,38.90858355000006
4850 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27599,-77.13191145599995,38.902998377000074
4851 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27601,-77.13178918599993,38.902698488000055
4851 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27602,-77.13254175399999,38.90409660200004
4851 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27603,-77.13301685899995,38.90489144900005
4851 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27604,-77.13705668199998,38.913266161000024
4851 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27608,-77.13244553099997,38.908527786000036
4851 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27609,-77.13901729499997,38.91148511100005
4851 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27610,-77.13210275799997,38.90341023000008
4852 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27611,-77.13539126399996,38.910157284000036
4853 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27615,-77.13362386799997,38.905896718000065
4853 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27616,-77.13537554699997,38.910634222000056
4853 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27618,-77.13634845199994,38.91008104600007
4853 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27619,-77.13266126399998,38.908741219000035
4853 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27620,-77.13440005699994,38.90785388200004
4854 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27621,-77.13163838999998,38.902241522000054
4854 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27622,-77.13248536399993,38.903679209000074
4854 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27625,-77.13435132499995,38.90725506700005
4855 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27629,-77.13301382999998,38.90860192400004
4856 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27630,-77.13305050599996,38.904461017000074
4856 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27631,-77.13364276799996,38.90543036100007
4856 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27632,-77.13562855699996,38.91016550400008
4856 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27633,-77.13689531399996,38.91369167900007
4856 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27636,-77.13455964099995,38.908735068000055
4856 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27637,-77.13215726899995,38.90291611300006
4857 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27638,-77.13279640699994,38.90401166600003
4857 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27639,-77.13326615499994,38.90480922300003
4857 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27640,-77.13554435799995,38.910604603000024
4857 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27641,-77.13676419799998,38.913193129000035
4857 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27644,-77.13907940699994,38.911303220000036
4857 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27645,-77.13238115299998,38.903327740000066
4859 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27648,-77.13203326699994,38.90261483000006
4859 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27649,-77.13391821299996,38.90587402600005
4859 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27652,-77.13328946399997,38.90877788300003
4860 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27653,-77.13187455999997,38.90217825800005
4860 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27654,-77.13271000599997,38.90358120900004
4860 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27655,-77.13581269899998,38.91012807200008
4861 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27660,-77.13642830099997,38.909907463000025
4862 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27661,-77.13329815699996,38.90437465200006
4862 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27662,-77.13393922099993,38.90536515800005
4862 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27663,-77.13649269599995,38.91375428500004
4863 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27666,-77.13305108399999,38.90392538400005
4863 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27667,-77.13351712299993,38.90473327600006
4863 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27668,-77.13643881199994,38.91320720200008
4863 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27671,-77.13349383299999,38.90894411600004
4863 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27672,-77.13915144499998,38.91111869800005
4864 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27673,-77.13598299399996,38.910101628000064
4865 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27676,-77.13417339899996,38.90582957000004
4866 LITTLE FALLS RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27680,-77.13694744699995,38.90993158400005
4866 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27681,-77.13489234799994,38.90888559900003
4867 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27682,-77.13372499099995,38.90907861300008
4869 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27685,-77.13612484699996,38.91320655100003
4869 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27687,-77.13922175099998,38.91093278300008
4870 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27688,-77.13616209699995,38.91010919900003
4870 OLD DOMINION DR A,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27691,-77.13533111499999,38.909074848000046
4871 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27693,-77.13395808999996,38.90920352200004
4875 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27699,-77.13584417699997,38.91337725300008
4875 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27701,-77.13426166099998,38.909374393000064
4875 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27702,-77.13929551999996,38.91074965400003
4876 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27705,-77.13624372299995,38.909099877000074
4879 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27710,-77.13463785099998,38.90955239700003
4881 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27713,-77.13586171599997,38.91361377900006
4883 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27717,-77.13502461999997,38.909514382000054
4884 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27719,-77.13887184199996,38.90992467600006
4885 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27721,-77.13520612599996,38.909578441000065
4887 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27723,-77.13596568699995,38.91383354200008
4888 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27725,-77.13896615299996,38.90967763800006
4889 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27726,-77.13537770399995,38.90961201300007
4890 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27728,-77.13766416699997,38.90969025600003
4891 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27729,-77.13554188299997,38.909640996000064
4893 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27731,-77.13605545699994,38.91409224300003
4893 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27732,-77.13570388599999,38.909732645000076
4894 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27734,-77.13906759199995,38.90943277000008
4895 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27735,-77.13587541199996,38.909768962000044
4896 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27737,-77.13787422899998,38.90944077100005
4897 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27738,-77.13604696399995,38.909803906000036
4899 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27740,-77.13619412699995,38.91430241200004
4899 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27741,-77.13622550599996,38.909824349000075
4900 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27748,-77.13215521699993,38.90211150300007
4900 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27749,-77.13302660099998,38.90349328600007
4900 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27750,-77.13356629999998,38.904304754000066
4900 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27751,-77.13678695399994,38.91018938500008
4900 34th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27752,-77.13630016599996,38.91152997200004
4900 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27753,-77.13659093099994,38.91398746300007
4900 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27754,-77.13817545299997,38.91584778400005
4900 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27756,-77.13804791399997,38.90970211900003
4900 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27758,-77.13240137699995,38.902831082000034
4901 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27764,-77.13127835499995,38.90157289900003
4901 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27765,-77.13227907799995,38.90253256500006
4901 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27766,-77.13330403099997,38.903837708000026
4901 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27767,-77.13375945299998,38.90464959500008
4901 34th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27768,-77.13636951799998,38.91120243600005
4901 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27769,-77.136511494,38.91434992200004
4901 36th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27770,-77.13647035899999,38.91529517300006
4901 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27773,-77.13725128799996,38.90998148800003
4901 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27774,-77.13264802699996,38.903230232000055
4902 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27777,-77.13119775999996,38.901172193000036
4902 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27779,-77.13463369399994,38.906842683000036
4903 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27782,-77.13489292199995,38.90809282600003
4903 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27784,-77.13968920899998,38.909841080000035
4904 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27789,-77.13689829399993,38.91402313100008
4905 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27795,-77.13676629999998,38.91447493900006
4905 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27797,-77.13762289199997,38.910103520000064
4905 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27799,-77.13989891199998,38.909586123000054
4906 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27804,-77.13328641999993,38.90341370800007
4906 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27805,-77.13381913499995,38.90421188600004
4906 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27806,-77.13706136199994,38.91026050500005
4906 34th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27807,-77.13652978599998,38.91158893100004
4906 36th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27808,-77.13664695399996,38.91483075600007
4906 37th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27809,-77.13849683899997,38.91588583400005
4906 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27811,-77.13830749399995,38.909756368000046
4906 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27812,-77.13264021399993,38.90274598900004
4907 22nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27813,-77.12822604299998,38.89722652100005
4907 26th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27814,-77.13152973399997,38.90148784500008
4907 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27815,-77.13252686999994,38.90243857000007
4907 28th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27816,-77.13359052199996,38.90379147400006
4907 29th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27817,-77.13402985599998,38.90455325100004
4907 33rd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27818,-77.13695895499995,38.910615009000026
4907 OLD DOMINION DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27821,-77.13786518399996,38.910129863000066
4907 WILLIAMSBURG BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27823,-77.14014150999998,38.90948502200007
4907 YORKTOWN BLVD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27824,-77.13290980699998,38.903139914000064
4908 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27827,-77.13427988399997,38.90514677300007
4909 34th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27837,-77.13664192399995,38.91130505800004
4909 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27841,-77.13519512299996,38.907757454000034
4910 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27848,-77.13083025599997,38.90044982400008
4910 25th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27849,-77.13028908499996,38.899897055000054
4910 27th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27850,-77.13241685499997,38.90198792900003
4910 34th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27851,-77.13678658399994,38.910905927000044
4910 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27852,-77.13717922999996,38.91415471100004
4910 35th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27853,-77.13646694999994,38.91228552500007
4910 ROCK SPRING RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27857,-77.13500800199995,38.907139210000025
4911 22nd RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27859,-77.12834816599997,38.89723698200004
4911 25th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27860,-77.13113664399998,38.900748812000074
4911 25th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27861,-77.13056992099996,38.90019423700005
4911 30th ST N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27862,-77.13449287799995,38.905769658000054
4911 34th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27863,-77.13659780899997,38.91198575100003
4911 35th RD N,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,27864,-77.13710993999996,38.914558560000046
