FULL_ADDRESS,Middle_School,High_School,UNITCOUNT,ZIP5,CITY,STATE,STATUS,ADDRESS_TYPE,OBJECTID,Longitude,Latitude
2515 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12903,-77.12822078499994,38.90165443600006
2515 N HARRISON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12905,-77.13986854399997,38.89789180300005
2515 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12906,-77.14126100999994,38.897142820000056
2515 N LEXINGTON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12907,-77.14461878099996,38.89613875200007
2515 N LINCOLN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12908,-77.09940472199997,38.902602279000064
2515 N NELSON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12909,-77.10141976799997,38.90367203300008
2515 N POTOMAC ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12911,-77.15227189499996,38.894868761000055
2515 N QUEBEC ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12912,-77.10463717999994,38.90560917800008
2515 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12913,-77.10375956299998,38.905186214000025
2515 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12914,-77.10563928299996,38.90614098300006
2515 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12915,-77.11612444799994,38.90985509200004
2515 N UTAH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12916,-77.11562746499999,38.90584618300005
2515 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12917,-77.11930578899995,38.90624255400007
2515 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,12918,-77.16559748699996,38.88922525400005
2516 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12930,-77.13662736599997,38.898801336000076
2516 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12931,-77.13673275499997,38.897375612000076
2516 N HARRISON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12932,-77.14085389299998,38.89741647500006
2516 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12933,-77.11591401199996,38.909484289000034
2516 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,12934,-77.16584933699994,38.88885331100005
2517 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12944,-77.12690401799995,38.902149128000076
2517 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12945,-77.13604382299997,38.89761816300006
2517 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12946,-77.14133762199998,38.897272385000065
2517 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12947,-77.14244758699994,38.897111202000076
2517 N STUART ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12948,-77.11315713299996,38.90586746500003
2518 N COLUMBUS ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12955,-77.13087824299998,38.90088151000003
2518 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12956,-77.12753839699997,38.90189283900003
2518 N HARRISON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12957,-77.14067931199997,38.897707840000066
2518 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12958,-77.14179328699998,38.89707178400005
2518 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12959,-77.10417129699994,38.90543624500003
2518 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12960,-77.10618787899995,38.906156115000044
2518 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,12961,-77.16594242599996,38.88892060200004
2519 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12973,-77.13630570599997,38.89904425000003
2519 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12974,-77.10565572699994,38.906358115000046
2519 N SYCAMORE ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12975,-77.15731959999994,38.89418148900006
2520 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12983,-77.09067940299997,38.89986790300003
2520 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12984,-77.12879313999997,38.90165301700006
2520 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12986,-77.13673703499995,38.89890146600004
2520 N GEORGE MASON DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12987,-77.13552735999997,38.89952677900004
2520 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12988,-77.13664327399994,38.897566796000035
2520 N QUEBEC ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12989,-77.10481614199995,38.90606052800007
2520 N VERNON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,12990,-77.12075145999995,38.905063995000035
2520 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,12991,-77.16599513099999,38.88894888100003
2521 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13003,-77.12831471699997,38.90183655100003
2521 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13004,-77.13616286399997,38.897733505000076
2521 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13005,-77.14255025599994,38.89725655500007
2521 N QUEBEC ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13006,-77.10452769899996,38.905905768000025
2521 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13007,-77.10363619899994,38.90538520800004
2521 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13008,-77.11629109199998,38.909686746000034
2521 N UTAH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13009,-77.11561633699995,38.90604217300006
2521 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13010,-77.11903134799996,38.90646140000007
2521 N VERNON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13011,-77.11990397499994,38.905328042000065
2521 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13012,-77.16578078199996,38.88927489800005
2522 24th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13017,-77.09153623199995,38.90055137300004
2522 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13018,-77.12763246999998,38.90202712100006
2522 N HARRISON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13019,-77.14062017599997,38.89788188600005
2522 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13020,-77.14191989799997,38.89725174000006
2522 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13021,-77.14296619799995,38.89707702000004
2522 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13022,-77.11607230199996,38.90934086100003
2522 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13023,-77.16609349099997,38.88902180600007
2523 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13033,-77.09099751799994,38.90019825200005
2523 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13034,-77.13655981099998,38.89926424600003
2523 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13035,-77.12713846199995,38.90232503200008
2523 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13036,-77.14146986699996,38.89738861600006
2523 N LEXINGTON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13037,-77.14472797599996,38.89639827600007
2523 N MCKINLEY ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13038,-77.14530502899999,38.895580163000034
2523 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13039,-77.16582773799996,38.88931000300005
2524 N COLUMBUS ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13044,-77.13102997799996,38.901032936000036
2524 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13045,-77.13687871299999,38.89900372400007
2524 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13046,-77.13674217899995,38.89771183600004
2524 N MCKINLEY ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13047,-77.14575800299997,38.89545390600006
2524 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13048,-77.10404881399995,38.90564233600003
2524 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13049,-77.10619899499994,38.90639789900007
2524 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13050,-77.10764338199994,38.90426858600006
2524 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13051,-77.166150583,38.88905224900003
2525 24th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13062,-77.09221870299996,38.901041347000046
2525 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13063,-77.12841132999995,38.90198137900006
2525 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13064,-77.13670005699998,38.89939010400008
2525 N GEORGE MASON DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13065,-77.13519311699997,38.89998376200003
2525 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13066,-77.13625211799996,38.897912924000025
2525 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13067,-77.14265649099997,38.89739920300008
2525 N MCKINLEY ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13068,-77.14540235399994,38.89572957100006
2525 N NELSON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13069,-77.10111821399994,38.903896667000026
2525 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13070,-77.10563053799996,38.90656731100006
2525 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13071,-77.10697941899997,38.904123413000036
2525 N WAKEFIELD ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13072,-77.12176345299997,38.906323146000034
2525 JOHN MARSHALL DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13076,-77.14820065499998,38.89592286100003
2526 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13078,-77.09094800799994,38.899790117000066
2526 24th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13079,-77.09179649099997,38.90054076300004
2526 N GEORGE MASON DR,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13080,-77.13564569399995,38.89965729900007
2526 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13081,-77.12769609699995,38.902169367000056
2526 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13082,-77.14206540899994,38.89743018400003
2526 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13083,-77.14308519399998,38.89725655600006
2526 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13084,-77.16629341599997,38.88909352300004
2527 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13093,-77.14153973499998,38.89756994800007
2527 N LEXINGTON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13094,-77.144834141,38.89654666000007
2527 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13095,-77.10354516599995,38.905573411000034
2527 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13096,-77.11651194499996,38.909530380000035
2527 N UTAH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13097,-77.11555965899998,38.906189132000065
2527 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13098,-77.11880343099995,38.90665316700006
2528 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13102,-77.12894490599996,38.90192032900006
2528 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13103,-77.13698002799998,38.89912748200004
2528 N MCKINLEY ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13104,-77.14585370299994,38.89559643000007
2528 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13105,-77.11624875099994,38.909152447000054
2528 N WINCHESTER ST,Williamsburg Middle School,Yorktown High School,1.0,22213,ARLINGTON,VA,VERIFIED,Standard,13106,-77.16633663099998,38.88912954800003
2529 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13113,-77.09125567399997,38.90015329200003
2529 N BUCHANAN ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13114,-77.12849094199998,38.90209459300007
2529 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13115,-77.12724873899998,38.90243890800008
2529 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13116,-77.14275743099995,38.897543162000034
2529 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13117,-77.10813690499998,38.90437370300003
2530 24th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13122,-77.09200575299997,38.90053228700003
2530 N KENILWORTH ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13123,-77.14317901899994,38.897477597000034
2530 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13124,-77.10401470199997,38.90588907400007
2530 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13125,-77.10619086699995,38.90663533400004
2530 N VERNON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13126,-77.12060829599994,38.90534293200005
2531 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13134,-77.12734433199995,38.90258556500004
2531 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13135,-77.14166275499997,38.89775398100005
2531 N LEXINGTON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13136,-77.14491764799999,38.89668355200007
2531 N WAKEFIELD ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13137,-77.12188870699998,38.90615493800004
2532 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13142,-77.09125352099994,38.899661723000065
2532 N FLORIDA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13143,-77.13712595499999,38.89921512600006
2532 N GLEBE RD,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13144,-77.12779104099997,38.90230223100008
2532 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13145,-77.10767542099995,38.90455710700007
2533 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13152,-77.13651144499994,38.89820371800005
2533 N QUINCY ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13153,-77.10349167199996,38.90579383100004
2533 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13154,-77.10691152699997,38.90443255300005
2533 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13155,-77.11669685899994,38.90936411500007
2533 N UTAH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13156,-77.11549724999998,38.90632707100008
2534 24th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13159,-77.09221841999994,38.90052934400006
2534 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13160,-77.13696505899998,38.89800854900005
2534 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13161,-77.14227689599994,38.89761142200007
2534 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13162,-77.11643065099997,38.90897109900004
2534 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13163,-77.11993033299996,38.90642401800005
2534 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13169,-77.10895778699995,38.90443387100004
2535 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13171,-77.09146844999998,38.900091091000036
2535 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13172,-77.13735406099994,38.89787370100004
2535 N JEFFERSON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13173,-77.14184969999997,38.897936007000055
2535 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13175,-77.10838087599996,38.904531141000064
2537 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13181,-77.13666228999995,38.89830981800003
2537 N LEXINGTON ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13182,-77.14498069199993,38.896800573000064
2537 N WAKEFIELD ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13183,-77.12191970799995,38.90595720400006
2538 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13185,-77.09154214799997,38.89965052000008
2538 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13186,-77.13716529799996,38.89809871800003
2538 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13187,-77.13785191999995,38.89765773400006
2538 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13188,-77.11968771299996,38.90658367800006
2539 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13192,-77.13752948699994,38.89798074400005
2539 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13193,-77.10681431999996,38.90474911700005
2539 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13194,-77.11689458299998,38.90916587300006
2540 N RANDOLPH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13198,-77.10617797799995,38.90693686100008
2540 N RIDGEVIEW RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13199,-77.10757048899995,38.904790211000034
2540 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13200,-77.11663585599996,38.90882418700005
2540 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13205,-77.10910861999997,38.904629801000056
2541 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13206,-77.09170349999994,38.90004703500006
2541 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13207,-77.13679182099997,38.89842802700008
2541 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13208,-77.11862081299995,38.90704946900007
2541 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13209,-77.10855358199996,38.90477346400007
2542 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13210,-77.09174995099994,38.89963746900003
2542 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13211,-77.13733724999997,38.89820368900007
2542 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13212,-77.13803592499994,38.89777380000004
2542 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13213,-77.11945158299994,38.90678594900004
2542 N WAKEFIELD ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13214,-77.12211224099997,38.90581392200005
2543 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13219,-77.13766127599996,38.89810035200003
2544 N UPLAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13221,-77.11681562099994,38.908669615000065
2545 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13225,-77.13691527399999,38.89858872900004
2546 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13226,-77.09196449199999,38.89949054600004
2546 N GRANADA ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13227,-77.13752930799996,38.89837685700007
2546 N GREENBRIER ST,Williamsburg Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13228,-77.13820968699997,38.89787604400004
2546 N VERMONT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13229,-77.11929555399996,38.90702433800004
2546 MILITARY RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13233,-77.10925080899995,38.90480761500004
2547 23rd RD N,Dorothy Hamm Middle School,Yorktown High School,1.0,22207,ARLINGTON,VA,VERIFIED,Standard,13234,-77.09194756999995,38.90005548000005
